100 100
0    1.30833140517 1.30308907701 NONE
84 21 64 22 77 79 67 96 53 87 2 4 51 11 70 40 18 28 10 71 0 39 81 9 97 59 73 95 86 90 30 26 37 14 50 58 43 88 19 48 12 60 15 80 16 69 47 41 13 65 62 31 46 44 89 68 74 76 83 94 92 6 23 93 36 57 33 7 78 54 66 61 72 98 42 32 24 82 1 52 91 17 85 63 3 45 49 99 8 34 56 29 20 25 27 75 5 55 35 38    1.8910940131 0.375063509212
71 28 2 0 79 67 95 22 87 53 9 86 60 19 15 73 64 81 10 4 16 47 48 11 70 84 97 21 41 88 40 77 96 69 51 26 18 50 39 31 30 89 36 90 83 59 65 37 12 14 43 74 61 58 80 57 52 78 91 33 98 93 7 13 24 3 6 62 45 32 46 54 56 42 34 44 94 68 82 75 85 92 17 99 1 76 55 35 66 23 29 38 72 63 25 8 49 20 27 5    1.62604508386 1.48514593156
60 95 15 71 28 0 2 47 16 79 19 41 67 86 22 9 87 73 48 53 88 81 10 64 69 97 4 36 11 70 21 31 84 89 26 40 77 83 50 96 51 18 61 39 30 90 65 74 52 59 91 57 12 78 37 98 14 43 33 58 45 56 3 80 24 34 75 7 93 35 32 55 54 42 38 85 99 13 82 6 17 29 1 62 46 66 94 44 68 92 23 76 63 25 72 8 20 49 27 5    1.45066061816 2.05312251554
99 24 29 85 78 98 32 57 3 17 33 45 82 74 42 54 7 34 1 25 65 56 38 93 91 83 55 52 89 31 35 75 69 66 63 50 8 88 26 61 20 48 97 73 6 30 27 86 9 81 36 10 49 4 90 5 12 72 16 67 0 15 80 41 2 21 28 71 94 43 51 60 84 77 79 18 13 96 22 47 95 92 87 46 53 64 14 58 23 19 59 39 40 11 70 62 37 68 76 44    -2.47179331692 0.52132029828
93 66 63 7 1 54 6 42 8 82 20 17 33 25 27 49 65 32 72 5 85 57 74 30 50 24 12 26 90 78 80 94 99 29 98 97 43 13 4 81 92 10 3 88 46 73 69 45 9 23 51 31 83 48 89 86 21 18 77 58 84 14 96 34 67 62 91 56 0 52 2 59 38 68 28 71 55 39 76 79 61 35 75 22 37 64 44 40 36 16 15 87 53 11 70 41 60 95 47 19    -1.37222432887 -1.30895824678
58 14 37 44 59 62 68 76 39 18 43 96 46 51 77 13 23 40 80 84 92 21 12 90 94 70 11 64 30 4 10 53 22 87 67 79 81 97 26 6 50 2 28 71 0 72 9 73 86 95 93 65 88 66 49 48 19 7 63 69 74 5 60 33 15 54 27 8 1 42 20 57 16 31 47 82 89 32 41 17 83 78 24 25 85 98 36 99 3 29 61 45 52 91 34 56 75 55 38 35    2.59314385269 -1.80023774554
9 73 86 81 97 88 48 67 10 0 4 2 28 71 26 69 50 79 15 21 31 22 16 89 84 30 60 95 87 41 83 65 53 51 77 90 64 96 74 18 47 36 19 11 70 57 40 12 78 33 61 39 98 43 52 93 7 80 91 59 24 32 14 54 3 42 45 58 6 82 85 37 17 34 56 99 1 13 66 29 75 55 94 35 46 38 63 62 92 25 72 23 8 68 44 20 49 76 27 5    0.629931164044 1.03680048718
58 14 62 43 46 13 68 80 76 59 23 44 92 18 12 37 51 90 96 94 77 39 21 84 30 40 4 6 10 72 64 70 11 26 50 97 81 67 22 53 87 79 2 93 9 28 0 66 49 71 73 65 86 7 63 88 5 48 27 54 8 95 33 74 20 1 42 69 57 82 32 17 19 31 15 60 89 25 24 78 16 85 83 98 41 47 99 29 3 36 45 52 91 61 34 56 55 38 75 35    1.80513583676 -1.92595912169
16 15 41 60 48 86 36 47 73 88 0 69 9 28 71 2 31 89 67 95 81 83 79 19 97 61 10 22 4 87 26 53 52 50 91 64 21 74 84 65 11 70 57 78 98 30 77 56 51 45 75 96 34 3 40 18 90 35 55 33 24 38 39 32 7 99 12 85 93 54 42 59 29 82 43 17 80 14 1 37 58 6 66 13 25 63 94 46 62 8 92 72 20 23 68 44 49 76 27 5    0.604083519616 2.3141275378
93 30 6 65 50 7 26 12 66 90 54 33 42 1 80 63 74 97 82 57 32 72 17 4 43 10 81 8 94 49 20 24 85 25 13 78 51 27 88 21 73 9 86 5 18 98 92 48 77 69 46 84 99 96 67 31 23 14 89 58 29 83 0 3 2 28 59 62 45 71 39 79 22 68 64 40 91 37 34 87 52 53 76 11 70 15 56 16 44 61 36 95 41 60 38 55 75 35 19 47    -0.532131054428 -0.893582156186
48 69 31 88 89 86 16 73 83 36 15 9 41 61 60 0 81 97 67 28 2 52 71 10 26 91 47 50 74 4 79 95 65 78 57 98 45 22 56 3 19 34 75 87 24 30 21 33 55 35 53 84 38 64 32 99 90 51 7 77 85 96 29 93 11 42 54 70 18 82 17 12 40 1 39 43 80 6 66 59 25 14 63 58 37 13 8 94 20 72 46 92 49 27 62 23 5 68 44 76    -0.0243175829245 1.98241916708
49 72 5 27 6 66 63 20 8 94 93 1 92 80 7 12 13 54 25 23 42 46 82 43 30 17 90 33 65 32 50 26 85 62 57 74 58 24 68 14 51 97 76 4 78 18 99 10 29 21 81 77 96 98 44 84 59 88 9 73 86 37 3 39 69 48 67 31 45 89 83 0 40 2 28 64 71 22 79 34 70 11 91 53 87 56 52 38 55 61 15 16 35 75 95 36 60 41 19 47    -1.08411390358 -2.74853103985
92 23 94 46 13 80 62 43 68 72 12 76 58 6 14 44 90 49 30 51 59 18 5 66 37 77 96 27 63 93 21 39 8 84 20 50 4 26 7 10 97 65 1 54 40 81 42 33 82 64 67 25 17 9 70 11 74 73 32 22 57 86 53 2 88 79 0 87 28 71 85 48 24 78 69 98 99 31 89 29 95 83 3 15 45 16 60 19 41 91 52 34 47 36 61 56 38 55 75 35    0.812527243211 -2.97956671455
63 8 20 66 27 49 5 1 6 93 72 25 54 7 42 82 17 33 32 85 65 94 12 57 24 80 30 74 50 90 99 29 26 78 92 13 43 98 23 46 97 3 4 81 10 45 51 88 58 21 73 62 69 14 9 18 83 31 89 48 86 77 96 84 68 34 76 67 56 91 59 52 38 0 44 55 39 2 28 37 35 71 75 79 61 22 40 64 87 36 53 16 15 11 70 41 95 60 47 19    -1.7597272789 -2.04484497945
6 72 12 66 94 80 93 49 30 63 90 13 43 7 92 8 27 20 5 46 50 1 54 65 23 26 42 33 82 17 51 25 97 4 58 32 14 74 10 62 18 57 21 81 77 96 85 68 84 24 59 76 78 9 73 88 86 44 67 98 99 39 48 37 69 29 0 31 2 89 40 83 28 64 3 71 22 79 45 11 70 53 87 34 91 52 15 95 16 56 61 60 36 41 38 55 75 35 19 47    -0.385278379979 -1.830100247
90 30 12 51 4 21 43 10 26 80 50 18 77 97 84 96 81 14 58 13 67 9 59 6 73 65 39 94 86 46 93 0 88 2 92 40 28 64 22 79 37 62 71 48 23 7 53 87 74 11 70 66 72 33 68 69 54 57 44 76 42 1 63 31 32 82 89 49 95 17 78 83 24 8 15 20 85 98 16 60 27 5 25 19 41 99 47 3 29 36 45 52 91 61 34 56 55 75 38 35    0.771111777525 -0.687169474205
15 60 16 41 47 95 0 71 19 28 2 86 48 73 79 9 67 36 88 69 22 87 81 31 53 89 10 97 83 4 61 64 11 26 70 21 84 50 52 77 91 40 96 51 74 65 18 30 39 90 57 78 98 56 75 45 34 3 35 55 33 59 24 12 38 43 32 37 7 14 93 99 80 58 85 54 42 29 82 17 1 6 13 66 46 62 94 25 63 44 92 68 23 72 76 8 20 49 27 5    1.13601724386 2.51316944811
0 86 28 2 71 15 9 73 67 60 48 16 79 88 95 41 81 10 22 47 69 97 87 4 19 53 31 89 26 36 64 21 50 84 83 11 70 77 51 96 30 61 40 18 65 74 90 52 39 57 91 78 98 12 59 33 43 24 3 45 14 56 7 80 93 34 37 32 58 75 54 55 35 42 85 99 82 6 17 38 29 13 1 66 46 94 62 92 63 25 44 68 23 72 76 8 20 49 27 5    0.995821161826 1.71947797412
39 59 40 96 77 18 37 84 51 70 11 64 21 14 58 53 22 87 43 4 79 90 10 67 44 62 2 28 71 12 68 80 0 30 81 76 13 97 46 95 9 26 73 50 86 23 92 19 94 88 48 60 15 6 65 47 69 16 41 93 72 31 74 89 7 66 33 83 57 54 49 42 36 63 1 78 32 82 24 17 98 8 20 5 27 85 61 52 25 91 3 99 45 29 34 56 75 55 35 38    2.59425930598 -0.516318192059
59 39 96 18 77 37 51 14 84 40 58 21 64 70 11 43 90 4 53 22 62 44 87 10 12 80 68 79 13 67 30 76 46 2 81 28 71 97 0 23 92 26 9 50 94 73 86 95 88 19 6 48 65 60 15 72 69 93 16 47 74 7 66 41 31 33 89 57 49 54 83 63 42 1 32 82 78 36 8 17 24 5 20 27 98 85 25 61 99 52 3 91 45 29 34 56 75 55 35 38    2.37674592564 -0.758435125026
95 19 60 47 71 28 79 2 87 15 0 22 53 67 16 41 64 86 11 70 9 73 48 81 10 88 4 84 40 21 97 69 36 77 96 51 39 31 18 26 89 50 83 59 30 61 90 37 65 14 74 52 12 43 58 91 57 80 78 98 33 56 45 3 24 75 34 93 7 13 62 35 55 32 44 46 6 54 42 68 38 85 99 82 94 76 17 92 1 23 29 66 72 63 25 8 49 20 27 5    2.06488284708 2.19196943032
90 51 30 21 12 4 18 77 43 10 84 96 80 26 97 50 81 14 58 59 67 39 13 9 73 40 86 46 64 0 2 22 94 6 37 65 28 79 71 88 62 92 11 70 53 87 93 23 48 68 7 44 74 69 72 76 66 33 95 57 54 31 42 89 1 63 15 32 82 49 83 78 60 16 17 24 19 8 98 20 41 85 27 5 47 25 99 36 3 29 45 52 61 91 34 56 55 75 38 35    1.00342352123 -0.646802621803
72 49 6 66 5 63 27 8 20 93 94 1 7 80 12 54 92 42 13 25 82 30 90 17 23 46 43 33 65 32 50 26 85 57 74 24 62 58 97 51 14 4 78 10 68 18 99 81 21 29 77 76 98 96 84 88 59 9 73 44 86 69 48 3 67 39 37 31 89 83 45 0 2 40 28 71 64 79 22 34 91 70 11 87 53 56 52 38 55 61 15 16 35 75 95 36 60 41 19 47    -0.98910210039 -2.3528375004
31 69 89 83 48 88 86 73 36 61 9 52 16 91 74 15 97 41 81 78 98 26 57 65 50 0 45 3 60 10 67 56 34 2 28 24 4 71 75 33 55 35 47 38 32 99 79 30 85 95 7 29 22 42 21 54 82 93 17 19 87 90 84 53 1 51 77 64 12 96 18 11 70 25 66 6 40 80 43 63 39 8 59 14 20 58 13 72 94 37 27 49 46 92 5 62 23 68 44 76    -0.4821510844 1.79086133937
50 26 30 65 97 90 4 81 10 12 93 74 7 33 73 9 88 6 57 86 80 21 54 51 48 43 42 66 69 67 32 84 1 77 82 18 78 24 17 31 96 0 89 63 2 83 94 85 98 13 28 72 71 14 79 58 8 25 22 99 46 49 20 92 59 64 39 3 29 87 27 53 40 23 45 15 16 11 70 5 62 91 52 95 37 60 41 36 34 61 68 56 76 44 19 47 38 55 75 35    -0.129717451089 -0.318314399713
44 76 68 62 58 14 37 46 59 23 13 92 43 39 18 80 96 51 77 94 12 40 90 84 21 30 70 11 64 4 6 72 10 53 22 87 26 67 81 97 50 79 2 28 71 0 49 9 73 66 93 86 65 95 5 63 88 7 27 48 8 20 19 54 33 1 74 42 69 57 82 15 60 32 17 31 16 25 89 47 24 78 41 83 85 98 99 36 29 3 45 61 52 91 34 56 55 75 38 35    2.70358429153 -2.51360258383
65 93 7 33 54 50 74 42 57 26 1 82 32 30 66 17 6 24 85 78 97 63 90 12 25 98 81 8 88 4 10 99 20 69 73 80 9 29 48 72 31 86 89 83 49 27 3 43 94 45 21 51 5 67 13 84 18 77 0 34 91 96 52 2 92 28 46 56 71 14 58 23 79 61 38 22 55 16 36 15 59 75 35 39 64 62 87 53 41 40 60 95 11 70 68 37 76 44 47 19    -0.933120593537 -0.462641896284
53 64 87 22 11 70 79 40 71 2 28 84 67 95 0 21 96 77 39 18 51 4 10 19 81 59 9 86 73 97 37 60 15 47 14 90 48 26 88 30 58 16 50 41 43 12 69 80 31 62 44 13 89 65 68 46 36 83 76 74 92 23 94 6 57 93 61 33 7 78 52 98 54 91 24 32 66 42 72 82 1 3 17 45 85 63 99 34 56 49 75 29 8 55 35 25 20 38 27 5    2.42890121889 0.787485000938
6 72 94 66 49 80 12 93 13 63 92 90 5 30 43 27 8 46 20 23 7 1 54 50 65 42 26 33 82 58 62 17 25 14 51 32 4 97 18 68 74 10 21 57 77 81 96 76 85 84 59 24 44 78 9 73 88 39 37 86 67 99 98 48 29 69 0 40 31 2 89 28 64 83 22 3 79 71 70 11 45 53 87 34 91 52 15 95 16 56 60 61 38 36 41 55 75 19 35 47    -0.377663830528 -2.1064416435
46 13 62 58 43 14 23 92 68 80 76 44 94 12 59 90 18 51 37 96 77 39 30 21 84 6 72 4 40 10 26 50 97 64 81 70 11 49 93 66 67 22 53 87 65 79 9 2 73 0 28 63 7 71 5 86 27 8 88 20 54 1 33 48 42 74 82 57 95 69 17 32 25 31 24 78 19 85 89 15 60 83 98 16 99 41 47 29 3 45 36 52 91 61 34 56 38 55 75 35    1.60678004614 -2.12958424536
55 35 38 75 56 34 91 52 45 3 61 98 83 78 99 29 89 31 24 57 36 74 85 69 32 33 48 88 17 65 82 42 54 7 16 41 86 73 1 25 9 15 50 26 97 93 81 60 10 0 67 4 47 66 30 63 2 28 71 8 20 79 95 6 90 21 27 12 19 22 84 87 51 49 53 77 80 5 72 18 64 96 43 11 70 94 40 13 39 14 59 58 92 46 23 37 62 68 76 44    -2.71441065162 2.53352315978
19 95 47 60 15 71 28 79 41 2 16 0 87 22 53 67 64 86 9 11 70 73 48 81 88 10 36 4 40 84 69 97 21 31 77 96 89 51 39 26 18 83 61 50 30 59 90 52 37 65 91 74 14 12 43 58 57 78 98 80 56 75 33 45 3 34 24 35 55 7 93 32 13 38 62 54 44 99 42 85 6 46 82 68 17 29 94 76 1 92 66 23 63 72 25 8 49 20 27 5    2.1008938433 2.5388401164
37 59 39 14 58 96 40 18 44 77 51 62 68 84 76 70 11 43 21 64 46 13 90 53 80 22 12 87 23 4 92 10 79 30 67 94 2 28 71 81 0 97 26 50 9 95 73 86 6 19 88 72 48 65 60 15 93 69 47 66 16 7 49 74 41 31 33 63 89 54 57 42 1 83 5 8 27 82 32 20 78 17 24 36 98 85 25 61 99 3 52 91 45 29 34 56 75 55 35 38    2.98086098766 -1.25402936031
13 46 92 23 80 43 94 62 58 68 14 12 76 90 44 59 51 18 6 72 30 37 96 77 21 39 84 4 49 50 26 10 66 40 93 97 81 5 63 64 65 27 7 70 11 67 8 20 22 9 54 73 53 1 79 87 2 0 86 33 42 28 71 88 74 82 17 57 48 32 25 69 24 85 95 78 31 89 98 83 15 99 19 60 16 29 3 41 47 45 36 91 52 61 34 56 38 55 75 35    1.23917181696 -2.37538034547
80 13 43 12 94 46 92 90 23 58 14 62 30 6 51 72 68 18 76 77 96 59 21 44 84 4 50 26 37 66 93 39 10 49 97 81 65 63 7 40 5 27 8 67 54 20 9 1 64 73 33 42 86 70 11 22 74 0 2 88 82 79 28 53 87 57 71 17 32 48 25 69 24 85 78 31 89 95 98 83 99 15 29 16 60 3 19 45 41 47 91 52 36 34 61 56 38 55 75 35    0.820613149471 -1.95111910832
95 19 79 71 87 28 22 2 53 0 60 47 67 64 15 11 70 16 41 86 9 73 40 84 10 81 21 4 48 88 77 97 96 39 51 18 69 26 36 31 50 59 89 30 90 37 83 14 61 58 43 65 12 74 80 52 91 57 78 98 33 13 62 44 93 7 46 24 68 3 45 56 6 34 32 76 75 94 54 92 42 35 55 23 85 82 99 17 38 1 66 29 72 63 25 8 49 20 27 5    2.2223716493 1.91554334108
94 92 72 23 13 46 80 6 12 49 43 62 5 66 90 68 58 27 30 63 76 14 93 8 20 44 51 18 7 50 1 59 26 54 77 96 21 65 42 4 37 84 10 82 97 33 25 39 17 81 32 74 57 40 85 9 73 67 24 86 88 64 78 0 70 11 22 48 2 28 79 99 53 98 69 71 87 29 31 89 83 3 45 95 15 16 34 60 91 52 19 41 56 36 61 47 38 55 75 35    0.179440919182 -2.86748937618
52 83 61 91 89 31 69 36 56 34 75 45 3 55 35 98 48 78 38 88 74 57 16 24 86 73 41 99 9 15 65 29 33 85 97 32 81 26 50 60 0 10 17 82 67 7 42 54 47 28 2 4 71 93 1 30 79 95 25 22 19 21 90 87 84 66 53 51 12 63 77 64 6 96 18 8 11 70 20 80 43 40 27 39 72 49 59 14 94 13 58 5 37 46 92 23 62 68 44 76    -1.27183686638 2.25634228439
30 90 4 10 26 21 51 50 97 12 81 77 18 84 43 96 80 9 67 73 86 65 14 0 88 58 2 59 28 39 13 6 79 22 48 71 64 93 40 94 87 53 46 74 69 7 11 70 37 92 33 62 57 66 23 31 54 72 89 42 95 68 1 83 32 82 15 78 63 44 76 24 17 16 60 98 49 85 8 41 19 20 25 27 47 99 36 5 3 45 29 52 61 91 34 56 55 75 38 35    0.737833392492 -0.413810045304
3 98 45 99 78 29 24 34 85 57 56 38 32 74 91 55 33 52 35 83 17 75 82 89 42 31 54 65 7 69 61 1 25 93 88 48 50 26 36 73 97 86 66 63 9 81 8 20 30 10 16 6 4 41 15 27 0 67 90 12 2 49 28 60 71 5 72 21 80 79 51 47 84 43 77 22 95 18 94 96 87 53 13 64 19 92 14 46 58 11 70 40 39 59 23 62 37 68 76 44    -2.45538127512 1.13762196721
99 98 29 3 24 78 45 85 57 32 34 74 33 56 17 82 38 42 91 55 54 52 83 35 7 65 75 1 89 25 31 69 93 61 88 50 48 26 66 63 8 97 36 73 86 20 9 81 30 6 10 27 4 16 90 15 49 41 12 67 0 5 72 2 28 71 60 21 80 51 79 43 84 94 77 47 18 22 96 95 13 87 53 64 92 19 46 14 58 23 11 39 70 40 59 62 37 68 76 44    -2.49994304759 0.895214742453
70 11 64 40 53 87 22 39 79 84 96 77 21 71 2 18 28 67 59 95 51 0 37 19 4 10 14 81 9 58 73 86 97 90 60 43 47 15 30 26 48 88 12 50 16 44 80 62 41 68 13 76 69 46 31 65 92 23 89 94 36 83 74 6 93 57 33 7 61 78 72 66 54 98 52 42 32 24 91 82 1 17 63 85 3 49 45 99 34 8 56 20 29 25 27 75 5 55 35 38    2.85739086375 0.528459536268
41 16 15 60 47 36 95 48 0 19 86 71 28 2 73 9 69 88 67 31 79 89 61 83 81 22 87 97 10 53 4 52 64 26 91 50 21 11 70 84 74 65 77 75 56 40 98 78 96 51 57 30 34 45 35 18 3 55 90 39 24 38 33 32 99 12 59 7 85 93 29 43 54 42 82 14 37 17 80 58 1 6 66 13 25 63 94 46 62 92 8 44 72 68 23 20 76 49 27 5    0.874102852332 2.7552980539
23 46 62 92 68 13 76 94 44 58 43 80 14 12 59 37 90 18 72 51 6 96 77 39 30 21 84 49 40 4 66 10 50 26 5 93 97 64 63 70 27 81 11 8 20 65 67 7 22 53 87 9 79 54 1 2 73 0 28 42 71 86 33 88 82 74 17 48 57 32 25 95 69 85 24 78 31 89 19 98 83 15 99 60 16 29 41 3 47 45 36 91 52 61 34 56 38 55 75 35    1.61894888322 -2.93122194598
61 52 83 36 91 89 31 69 56 75 34 35 55 48 45 88 16 3 38 98 41 78 15 86 74 73 57 9 24 60 99 65 97 81 29 0 26 33 47 50 85 32 67 28 2 10 71 4 95 7 82 17 42 79 54 19 30 93 22 1 87 21 53 90 25 84 64 51 77 66 12 96 18 11 70 63 6 40 8 80 43 20 39 59 27 14 72 58 49 13 94 37 5 46 92 23 62 68 44 76    -1.0855893361 2.57928986329
99 24 85 29 78 98 32 57 3 33 17 82 45 74 42 54 7 34 1 65 25 56 38 93 83 91 89 52 55 31 35 75 69 66 50 63 26 88 8 61 48 20 97 73 6 30 86 9 81 27 36 10 4 49 90 5 12 72 16 67 0 15 80 41 2 21 28 71 51 43 94 60 84 77 79 18 13 96 22 47 95 92 87 46 53 64 14 58 23 19 59 39 40 11 70 62 37 68 76 44    -2.38930325552 0.519703921198
75 35 55 56 91 52 34 38 45 61 3 83 98 89 31 78 36 99 29 69 24 57 74 85 48 88 32 33 65 16 41 17 86 82 73 42 15 9 54 7 50 26 97 81 1 60 25 93 0 10 47 67 4 28 2 71 30 66 95 79 63 8 90 19 21 22 20 6 87 12 84 53 51 27 77 64 18 96 80 49 43 72 11 70 5 40 94 39 13 14 59 58 46 92 37 23 62 68 44 76    -2.29483980815 2.64153228095
